filename,explanation
visMost97.png,"This is a simple infographic showing a world map with continents color-coded and labeled with population proportions. It has only 5 data points, minimal text, clean layout, and uses flat colors with no gridlines, axes, or dense data elements. The overall design is very clean and easy to parse at a glance."
economist_daily_chart_165.png,"This is a horizontal stacked bar chart with 20 countries showing two categories (Deceased and Living organ donors). While the number of data points is moderate and the chart type is straightforward, the dual-color stacked bars across many countries create a fair amount of visual information to process. The layout is clean with clear labels and a simple legend, keeping complexity at a moderate level."
wsj135.png,"This is a straightforward grouped bar chart with two color-coded categories (refinance and home purchase) across 12 time periods. The layout is clean with clear labels, annotations, and a simple color scheme of green and orange. While there are a moderate number of bars (~24), the overall design is uncluttered with minimal gridlines and easy-to-read annotations."
whoO06_2.png,"This horizontal stacked bar chart displays 19 risk factors with three income-level categories each, creating a moderately complex visualization. The numerous categories along the y-axis and the three-segment stacked bars require careful reading, but the consistent color scheme (three colors) and straightforward horizontal layout keep it from being highly complex. The chart is well-organized and readable despite the substantial amount of data presented."
SciVisJ.1025.11.png,"This is a scatter plot with 16 labeled data points across 4 color-coded categories (Dense, Octree, JIT, Opt.). While each point has an individual text label which adds some visual clutter, the overall layout is straightforward with clear axes, no overlapping legend box, and a simple grid structure. The moderate number of points and their labels create a mid-low level of complexity."
InfoVisC.133.5(3).png,"This is a parallel sets/alluvial diagram showing relationships between Class (1st, 2nd), Sex (male, female), and Survived (no, yes). The overlapping colored ribbons create moderate visual complexity with crossing flows between categories. While the structure has only three variables with two categories each, the intersecting semi-transparent bands and color mixing add perceptual complexity."
whoQ44_4.png,"This is a stacked area chart with 8 categories (countries) shown over 12 time points. The overlapping shaded areas in similar brown/tan tones create moderate visual complexity, as distinguishing between adjacent layers requires some effort. However, the chart has a clean layout, clear labels, and a straightforward structure that keeps it from being highly complex."
InfoVisJ.1558.11(3).png,"This is a scatter plot with three color-coded clusters (red, green, blue) containing roughly 100-150 data points total. The visualization is relatively simple with no axes, labels, gridlines, or legends, just scattered dots within a dashed border. The moderate number of points and their spatial separation into distinct clusters keeps complexity at a moderate-low level."
wsj603.png,"This line chart has moderate complexity with two time series lines (10-year Treasury note and 10-year TIPS) spanning several years, showing considerable volatility and detail in the line paths. The chart includes multiple annotated callout boxes on the right side highlighting specific values and spreads, a shaded area between the lines near the end, and a descriptive subtitle. While not overly dense, the jagged line detail, multiple annotations, and color-coded labels add meaningful perceptual load."
InfoVisJ.619.17.png,"This biplot/PCA-style scatter visualization has moderate-to-high complexity. It features numerous data points with color encoding (continuous gradient from black to orange representing calorie values), varying point sizes, multiple labeled arrows indicating variable loadings (Fat, Sugar, Calories, Sodium), a regression/axis line with tick marks and numerical labels, dotted reference circles, and specific data point annotations (Puffed rice, All-Bran with Extra Fiber). The overlapping elements and multiple encoding channels create significant perceptual demand."
VisJ.1515.12.png,"The image shows concentric circular rings with a limited color palette of dark green, olive, and dark red/maroon. While the rings create some visual pattern, the overall structure is simple and repetitive with no text, labels, axes, or data elements. The smooth gradients and uniform pattern keep the perceptual demand relatively low."
VisJ.1499.8.png,"The image shows two side-by-side 3D renderings of what appears to be a cardiac mesh model with color-mapped surfaces (yellow-orange gradient) and wireframe overlays. The right panel adds scattered diamond-shaped markers increasing its complexity. The grid lines, color gradients, 3D perspective, and orientation cubes add moderate detail, but the overall composition is relatively straightforward with only two panels and limited color variation."
v483_n7391_8_f5.png,"This contour/heat map shows moderate-to-high visual complexity with multiple overlapping contour levels spanning a wide color range from pale yellow to deep red. The plot features dual axes on both top/bottom (k) and left/right (E), a prominent blue curve overlay, and densely packed contour lines especially in the lower-left and right regions. The color legend with 12 discrete levels and the intricate contour patterns add to the perceptual demand, though the overall layout remains a single coherent plot."
v487_n7406_7_f3.png,"This visualization combines multiple layers of information: a continuous color-mapped background (displacement field), overlaid contour lines, and a dense grid of vector arrows indicating direction and magnitude. The color gradient spans the full spectrum from red to purple, and the contour lines create irregular, organic shapes that add significant visual intricacy. The combination of these three simultaneous encoding channels creates substantial perceptual and cognitive demand."
SciVisJ.1236.10.png,"This visualization contains a large grid of approximately 54 small heatmap matrices arranged in 6 rows and 9 columns, each showing different correlation or similarity patterns with varying purple and green color intensities. The high number of individual sub-plots, the fine-grained pixel-level detail within each heatmap, and the variety of patterns across the grid create substantial perceptual and cognitive demand. The labeled column headers add additional information to process."
SciVisJ.2926.1.png,"This scientific visualization shows a highly complex 3D rendering, likely of a fluid dynamics or astrophysical simulation, with intricate swirling patterns, multiple color channels (blue, red, yellow, green), vector/glyph elements protruding from surfaces, and dense particle distributions. The combination of volumetric rendering, surface detail, and numerous small-scale features across the image creates high perceptual and cognitive demand, though the dark background regions provide some visual relief."
VisJ.1197.5(3).png,"This is an extremely dense 3D visualization showing hundreds of overlapping rectangular blocks/buildings viewed from an aerial perspective. The sheer number of geometric elements, their varying orientations, sizes, and grayscale shading create very high visual complexity. The lack of labels or legends slightly reduces cognitive load, but the perceptual density and intricacy of the overlapping forms is overwhelming."
InfoVisJ.2699.12.png,"This network graph visualization contains a very large number of nodes and edges spread across the entire canvas, creating high visual density and clutter. Multiple interconnected clusters of varying sizes with overlapping edges make it difficult to trace individual connections. The annotation of four specific subgroups (SG1-SG4) with red circles adds a small amount of additional visual elements, but the primary complexity comes from the dense, intricate network structure itself."
SciVisJ.980.12(2).png,"This 3D flow visualization contains multiple overlapping streamlines, vector arrows in various colors (red, blue, green), and several 3D isosurface objects within a transparent bounding box. The swirling patterns create significant visual intricacy with many intersecting elements, though the white background and relatively sparse regions at the top and bottom moderate the overall complexity somewhat."
InfoVisJ.2402.12(1).png,"This treemap visualization exhibits extremely high visual complexity with hundreds of nested rectangular cells of varying sizes, creating dense patterns throughout the image. The predominantly gray palette is punctuated by green and cyan/teal colored elements, adding color-coding complexity. The lower portion becomes increasingly dense with very small, barely distinguishable cells, contributing to significant perceptual and cognitive load."
VisC.503.6.png,"This is a simple bar chart with only 3 bars, a single hatching pattern, clear axis labels, and minimal error bars. The layout is clean and uncluttered with no legend, no gridlines, and straightforward categorical comparisons, making it very low in visual complexity."
whoQ50_2.png,"This is a straightforward bar chart with a single data series showing percentage changes across approximately 18 countries. The visual encoding is simple (uniform color, single variable), though the number of bars and the rotated country labels add moderate complexity. The layout is clean with minimal gridlines and a clear title."
InfoVisC.211.18.png,"This is a simple bar chart (histogram) showing a right-skewed distribution with approximately 18 bars decreasing in height. The chart has minimal visual elements — single color (black), two labeled axes, no legend, no gridlines, and no annotations. The overall design is clean and straightforward with low perceptual demand."
whoJ44.png,"This is a simple line chart with only two lines (Total ODA and General budget support) over an 11-year period. The design is clean with minimal visual elements, clear labels, a straightforward legend, and no overlapping or cluttered data. The color scheme uses just two shades of blue, contributing to low perceptual demand."
wsj340.png,"This is a simple donut/pie chart with only 6 segments, clear labels with percentages directly on the chart, and a central annotation showing total capacity. The color palette is limited and muted, the layout is clean with a straightforward title and brief explanatory text. There is minimal visual clutter and low cognitive demand to interpret."
InfoVisC.73.6.png,"The image shows repeated text ('IEEE Information Visualization 2005') arranged along curved paths at decreasing sizes, with red dots marking endpoints. The visual elements are relatively simple—just text on curves with minimal graphical complexity—though the varying text sizes and curved arrangements add some perceptual interest. The overall composition is sparse with significant white space."
VisC.167.11.png,"This is a stacked bar chart with three color-coded categories across approximately 30 bars. The chart has moderate complexity due to the number of bars and the stacked segments requiring decomposition, but the layout is standard with clear gridlines, a straightforward legend, and a single axis scale. The varying bar heights create visual interest but the overall structure is conventional and readable."
