filename,explanation
visMost97.png,"This is a minimalist infographic with only 5 data points displayed on color-coded continent shapes. The data density is extremely low, cognitive load is minimal, and the layout is very clean with ample white space. The simple color encoding and straightforward numerical labels make this one of the least complex visualization types."
economist_daily_chart_165.png,"This is a horizontal stacked bar chart with 20 countries and two categories (Deceased/Living), giving moderate data density but using a straightforward visual encoding. The clean layout, minimal color palette (two colors), and simple bar comparison keep cognitive load and aesthetic clutter low, placing this slightly above a basic bar chart in complexity."
whoO06_2.png,"This is a horizontal stacked bar chart with 19 categories and 3 segments each, yielding moderate data density. The visual encoding is standard (stacked bars) but the large number of categories and the need to compare segments across bars adds some cognitive load. The layout is well-organized and sorted, keeping aesthetic order clean, while the domain (DALYs in public health) requires modest specialized knowledge."
wsj135.png,"This is a clean, well-designed grouped bar chart from WSJ with two color-coded series (refinance and home purchase) across 12 years. Data density is moderate with ~24 bars, visual encoding is straightforward, and cognitive load is low due to clear annotations and familiar chart type. The clean aesthetic layout and minimal color palette keep complexity low."
SciVisJ.1025.11.png,"This is a straightforward labeled scatterplot with ~16 data points across 4 color-coded categories (Dense, JIT, Octree, Opt.). Data density and visual encoding are modest with simple positional and color encodings. Some mild label crowding occurs in the lower-center region, but overall the layout is clean and cognitively easy to parse, keeping the score in the lower range."
whoQ44_4.png,"This stacked area chart shows 8 countries over 12 years with a monochromatic brown color palette, creating moderate data density and cognitive load due to the difficulty of distinguishing similarly-shaded layers. The visual encoding is standard for a stacked area chart but with 8 overlapping series, reading individual country contributions requires effort. The layout is clean and well-organized, keeping aesthetic clutter moderate."
InfoVisC.133.5(3).png,"This parallel sets/alluvial diagram shows flows between three categorical variables (Class, Sex, Survived) with only two levels each. The crossing ribbon flows between categories add moderate visual encoding and cognitive complexity, but the data density is low with limited categories. Minimal text annotation and a narrow color palette (two greens/teals) keep overall complexity restrained, though the overlapping flow patterns elevate aesthetic clutter somewhat."
InfoVisJ.1558.11(3).png,"This is a simple scatter plot showing three color-coded clusters (red, green, blue) of elongated dot marks within a dashed border. Data density is moderate with roughly 150 points, but there is zero text annotation, no axes, labels, or legend, keeping complexity very low. The visual encoding is basic (position + color), domain schema is straightforward (2D clustering), and cognitive load is minimal as the clustered pattern is immediately apparent."
InfoVisJ.619.17.png,"This biplot/scatterplot features moderate data density with ~60 data points, multiple visual encodings (position, continuous color gradient, size, directional arrows, regression line, dotted reference circles), and requires domain knowledge of multivariate analysis techniques. The color_symbol dimension is moderately complex with the black-to-orange gradient and varying point sizes, while cognitive load is elevated by the need to interpret overlapping encodings and biplot arrows simultaneously."
wsj603.png,"This is a dual-line time series chart from the Wall Street Journal showing Treasury yields and TIPS over ~3 years. The data_density is moderate with two volatile time series containing dense temporal data, and the domain_schema requires financial knowledge about bond yields, inflation expectations, and spread concepts. Multiple callout annotations (4 labeled boxes with arrows and a shaded spread area) add to cognitive_load, though the overall layout remains relatively clean and well-organized, typical of professional financial journalism graphics."
VisJ.1515.12.png,"This appears to be a scientific visualization of concentric circular rings (possibly a diffraction or interference pattern), with no text annotations, labels, or axes. The visual encoding is simple (radial symmetry with color-mapped bands), the color palette is limited to dark green and dark red/maroon, and the layout is highly ordered and symmetric. Some domain knowledge is needed to interpret the pattern, but the low data density, absence of text, and clean aesthetic keep the overall complexity low."
VisJ.1499.8.png,"This is a two-panel 3D cardiac visualization showing perfusion and motion scenarios with color-mapped surfaces, wireframe meshes, and glyph symbols. The domain_schema scores high due to specialized medical imaging context and 3D rendering. Visual_encoding is moderately complex with continuous color gradients, mesh overlays, and diamond glyphs on the right panel. However, text_annotation is minimal and the overall layout is relatively clean with just two organized panels, keeping aesthetic_order moderate."
