filename,explanation
visMost97.png,"This is a simple infographic showing a world map with continents color-coded by nationality distribution, with only 5 data points labeled with large numbers. The layout is clean and spacious with minimal clutter, few colors (red, blue, green, yellow, light blue), and the cognitive load is very low as the message is immediately interpretable. The text is sparse and highly legible."
whoO06_2.png,"This horizontal stacked bar chart has moderate complexity driven by 19 categories each with 3 stacked segments (57 data points), making comparisons across income levels moderately demanding. The text density is notable with 19 lengthy category labels, a detailed title, and axis labels, though the layout is clean and the three-color scheme is simple and well-distinguished."
economist_daily_chart_165.png,"This is a horizontal stacked bar chart with 20 countries and two color-encoded categories (Deceased and Living donors), creating moderate data density. The visual encoding is straightforward and the layout is clean, but the number of categories and the non-sorted ordering of countries adds some cognitive load when comparing across entries. Text is legible and the color scheme is simple with just two distinct hues."
wsj135.png,"This is a clean, well-designed grouped bar chart with two categories (refinance and home purchase) across 12 years, totaling about 24 bars. The two-color encoding (green and orange) is simple, and the annotated callouts aid interpretation. While it has more data elements than a minimal chart, the professional WSJ layout keeps clutter low and cognitive load manageable."
InfoVisJ.619.17.png,Anchor image scored at 0.54.
InfoVisC.133.5(3).png,"This parallel sets/alluvial diagram shows flows between three categorical variables (Class, Sex, Survived) with only two levels each. The crossing translucent ribbons in two colors create moderate visual overlap and require some cognitive effort to trace individual flows. However, the limited number of categories, minimal text labels, and simple color scheme keep overall complexity moderate."
SciVisJ.1025.11.png,"This is a standard scatterplot with approximately 16 labeled data points across 4 color-coded categories. The lower portion shows moderate crowding where JIT, Opt, and Octree points cluster around similar y-values, causing some label overlap. However, the overall layout is clean with clear axis labels and distinguishable color encoding, keeping cognitive load moderate."
whoQ44_4.png,"This stacked area chart displays 8 countries over 12 years with a monochromatic brown palette that makes distinguishing individual layers moderately challenging. The legend with 8 entries and lengthy title add text density, while the stacked encoding requires more cognitive effort to parse individual country contributions compared to simpler chart types. The layout is relatively clean but the similar color tones increase interpretive difficulty."
InfoVisJ.1558.11(3).png,"This is a minimalist scatter-like visualization with approximately 150 colored marks in three colors (red, green, blue) forming loose clusters, but with no axes, labels, titles, legend, or any text. The elongated mark shapes with varying orientations add slight complexity, but the overall layout is clean and immediately interpretable, keeping the cognitive load low."
wsj603.png,"This is a dual-line time series chart with moderate complexity. The two detailed financial time series (10-year Treasury note and TIPS) carry substantial data density with jagged daily-level resolution. Multiple annotation callouts with colored boxes on the right side, a shaded spread area, descriptive subtitle text, and source citations add to the text and encoding load, pushing it above a standard line chart but remaining well-organized overall."
VisJ.1515.12.png,"This visualization shows concentric circular rings in a limited dark green and maroon color palette with no text, labels, axes, or legends whatsoever. While the pattern may require domain-specific knowledge to interpret (e.g., interference/diffraction pattern), the visual itself is highly symmetric and repetitive with low data density and minimal encoding variety. The absence of annotations keeps text complexity at zero, though it increases interpretive ambiguity."
v483_n7391_8_f5.png,"This is a filled contour plot with dense contour lines particularly concentrated along the dispersion relation, requiring specialized condensed matter physics domain knowledge to interpret. Dual axes (dimensional and dimensionless) on both x and y, an overlay curve, and a multi-level color legend with 11 discrete bins add to the encoding complexity and cognitive load."
VisJ.1499.8.png,"This two-panel 3D cardiac visualization has moderate complexity driven by the 3D surface rendering with continuous color mapping, grid lines, and orientation cubes, plus the additional glyph markers scattered across the right panel's surface. Domain-specific knowledge (cardiac perfusion vs. motion) is required to interpret the visualization, adding cognitive load, though the overall layout is clean with minimal text labeling."
SciVisJ.1236.10.png,"This visualization contains approximately 54 small heatmap/matrix panels arranged in a 9×6 grid, creating very high data density. Each panel contains detailed pixel-level patterns in purple and green, requiring cross-comparison across many conditions with cryptic coded labels (E5U, E5W, E1U, E1W pairs). The cognitive load is substantial as interpreting differences across this many small multiples with varying internal patterns demands significant effort and domain knowledge."
v487_n7406_7_f3.png,"This scientific visualization combines multiple overlaid encodings—a continuous color fill (rainbow spectrum for Δz displacement), vector arrows showing displacement direction/magnitude, and contour lines—all in a single view. The dense arrow field and contour lines layered over the color gradient create substantial visual clutter, particularly in the upper region near the rod. Interpreting the combined vector field, contour topology, and color-mapped displacement simultaneously demands significant cognitive effort and domain knowledge."
SciVisJ.2926.1.png,"This is a dense 3D scientific visualization (likely astrophysical or fluid dynamics) with extremely high data density featuring swirling vortex structures, volumetric rendering, numerous glyphs/arrows, and particles. Multiple simultaneous visual encodings (color, 3D glyphs, surface textures, particles) across a rich color palette of blue, red, orange, yellow, and green create high perceptual complexity. The specialized domain knowledge required and the difficulty of parsing overlapping 3D elements contribute to significant cognitive load, though the dark background provides some visual relief."
VisJ.1197.5(3).png,"This 3D block visualization is extremely dense with hundreds of overlapping rectangular elements creating massive visual clutter. The 3D perspective adds significant perceptual complexity, making it very difficult to distinguish individual elements or extract meaningful patterns. While the grayscale-only palette and absence of text/labels slightly moderate complexity, the sheer data density, occlusion, and high cognitive load required to parse this scene push the score very high."
VisC.503.6.png,"This is a simple bar chart with only 3 bars, minimal text (title, axis label, and three category labels), and a single visual encoding (bar height with hatching pattern). The error bars in red add slight complexity but the chart is immediately interpretable with very low cognitive load and data density."
InfoVisJ.2699.12.png,"This dense network graph contains hundreds of nodes and edges spread across the entire canvas, with significant edge overlap especially in the central region creating high visual clutter. The graph structure with varying node sizes and multiple interconnected clusters demands considerable cognitive effort to parse, though the color palette is relatively simple (purple nodes, black edges, red annotations). Four highlighted subgroups (SG1-SG4) add annotation but do little to reduce the overall perceptual complexity of the tangled network layout."
InfoVisC.211.18.png,"This is a simple bar chart/histogram showing a single variable distribution with approximately 18 bars in a clear decreasing pattern. The visualization uses a single color (black), has minimal text (partially illegible axis labels), no legend, and a straightforward layout. The low data density, single encoding type, and immediate interpretability all contribute to very low visual complexity."
whoQ50_2.png,"This is a standard single-variable bar chart with approximately 19 bars sorted by value, using a single color encoding. The rotated x-axis labels with some lengthy country names add moderate text density, but the overall layout is clean and the visual encoding is immediately interpretable with minimal cognitive load."
whoJ44.png,"This is a simple dual-line chart with only two clearly distinguished lines (Total ODA and General budget support), minimal data points across 11 years, and clean labeling. The color palette is limited to two shades of blue, the layout is uncluttered, and the chart is immediately interpretable with low cognitive load. The text elements (title, axis labels, legend, annotations) are straightforward and well-spaced."
SciVisJ.980.12(2).png,"This 3D scientific flow visualization features multiple overlapping streamlines, numerous colored vector glyphs (arrows in blue, red, green), and 3D ellipsoidal surfaces at four vortex centers, creating substantial visual density and clutter. The combination of 3D perspective, multiple encoding types (streamlines, glyphs, isosurfaces), and rich color variety (red, blue, green, yellow, gray) significantly increases perceptual demand. Domain-specific knowledge of flow fields and critical point topology is required for interpretation, contributing to high cognitive load despite the absence of text labels."
InfoVisJ.2402.12(1).png,"This treemap visualization exhibits extreme data density with hundreds of nested rectangles filling the entire canvas, becoming nearly indistinguishable in the lower regions. The 3D beveled shading on every element multiplies visual texture, and while the color palette is limited (gray, green, cyan), the sheer volume of elements with embedded illegible text creates overwhelming clutter. Cognitive load is very high as hierarchical relationships and individual elements are extremely difficult to parse."
economist_daily_chart_153.png,"This is a stacked area chart with three categories spanning about 30 years of data. While the overlapping areas and jagged peaks add some visual complexity, the chart uses a clean layout with a limited color palette of three similar blue/grey tones, clear labeling, and a straightforward temporal structure. The data density is moderate with some intricacy in distinguishing the stacked layers, but overall it remains a standard single-panel time series visualization."
wsj340.png,"This is a clean, well-organized donut/pie chart with only 6 categories, clear labeling with percentages, and a modest color palette. The additional text (title, descriptive paragraph, source) adds some semantic load, but the overall layout is uncluttered and immediately interpretable with low cognitive demand."
InfoVisC.73.6.png,"This image shows repeated text along curved paths with diminishing sizes, using minimal visual encodings (green text, red endpoint dots, black curves). Data density is very low as it's essentially a rendering demonstration rather than a data-rich visualization. The cognitive load is minimal since the content is repetitive and the visual structure is straightforward."
VisC.167.11.png,"This is a stacked bar chart with approximately 30 bars each containing 3 color-encoded segments, creating moderate data density. The visual encoding is standard and the layout is clean with clear gridlines, axis labels, and a straightforward legend. The stacking adds some cognitive load for decomposing component values, but the overall structure is conventional and readily interpretable."
VASTJ.2908.2.png,"This matrix-style visualization contains 85 data cells (5 columns × 17 rows), each color-coded with three shades of blue, creating moderate data density. The 17 row labels are lengthy and domain-specific (e.g., 'solving of ill defined problems,' 'operationalizability'), adding to text density and requiring specialized knowledge. While the grid layout is organized and the three-level color encoding is straightforward, the volume of comparisons across columns and rows demands moderate cognitive effort."
InfoVisJ.1236.13.png,"This dual-map visualization of the Netherlands features a rich color palette with 12+ distinct colors encoding provinces, combined with numeric labels on the left cartogram and hundreds of small colored grid squares on the right tile map. The cognitive load is elevated by the need to compare and match colors across two different geographic representations, and the dense grid-based map adds significant visual clutter."
VisJ.1949.18(3).png,"The visualization displays a dense grid of approximately 50-60 3D glyphs with varying orientations and sizes on a black background, creating substantial data density. The specialized 3D glyph encodings using green and orange/red colors require domain knowledge to interpret, and the complete absence of text labels, axes, or legends significantly increases cognitive load and interpretive difficulty. While the regular grid layout provides some organizational structure, the many varying 3D elements and lack of explanatory context push the complexity upward."
InfoVisJ.1558.9.png,"This glyph-based visualization uses oriented ellipses encoding multiple dimensions (position, orientation, size, and color intensity from 1.10 to 4.96), which increases visual encoding complexity and cognitive load. There is moderate data density with overlapping ellipses in the center-right region, and the zoom/detail-on-demand feature (blue dashed rectangle connecting inset to overview) adds structural complexity. However, minimal text and a relatively clean layout with ample white space keep overall clutter moderate."
SciVisJ.822.18.png,"This visualization consists of three simple heatmap panels with a sequential blue color scale, minimal text labels (year labels and row numbers 2-6), and a clean, well-organized layout. While the multi-panel design adds some complexity, each panel is structurally simple with a uniform grid, and the lack of axis labels, legends, or annotations keeps the overall cognitive load low."
InfoVisJ.349.1.png,"This orthogonal network/graph diagram contains a substantial number of nodes (circles and squares) connected by many crossing edges, creating moderate-to-high data density and visual clutter. The absence of any text labels or color encoding reduces some complexity dimensions but significantly increases cognitive load for interpretation, as tracing connections and understanding the structure requires considerable effort. The crossing lines and dense clusters in the upper-left and lower regions contribute to layout disorder."
VASTJ.422.7.png,"This timeline chart displays event data for 11 users with 7 categories encoded through both color (5 distinct hues) and shape (circles and triangles), creating moderate encoding complexity. The data density is moderate with multiple overlapping data points per row, requiring frequent legend referencing to decode. The horizontal layout with clear user labels provides reasonable organization, but the cognitive load of tracking multiple categories across many users elevates complexity above a standard chart."
