filename,explanation
visMost97.png,"This infographic features a simplified world map with only five color-coded regions, clear numeric labels, and a clean white background, resulting in very low data density and clutter. The color encoding is straightforward with five distinct hues, and the text elements are minimal and well-spaced. The cognitive load is low as the design is immediately interpretable with no specialized domain knowledge required."
economist_daily_chart_165.png,"This horizontal bar chart displays 19 countries with two data segments each (38 bars total), creating moderate data density. The text load is notable with 19 country labels, axis tick marks, a title, legend, subtitle, and source note, contributing to semantic complexity. However, the clean layout, simple two-color encoding, and standard chart form keep cognitive load relatively manageable, preventing a higher complexity score."
whoO06_2.png,"The chart contains 19 labeled categories with three stacked segments each, creating moderate data density and requiring careful reading of numerous y-axis labels. The color scheme is limited to three distinguishable colors (dark navy, purple, orange) which helps clarity, but the volume of text labels and stacked encoding adds cognitive load when comparing segments across categories. Overall layout is clean and well-organized, keeping complexity at a moderate level."
SciVisJ.1025.11.png,"This scatter plot has moderate complexity driven primarily by the individual text labels on each of the ~16 data points, some of which cluster and overlap in the center-right region, increasing cognitive load. Four distinct colors (green, orange, purple, black) encode categorical groups without a legend, requiring inference from point labels. The overall layout is clean with minimal gridlines and standard 2D encoding, keeping complexity in the moderate range."
wsj135.png,"This grouped bar chart displays 24 bars across 12 time periods with two color-coded categories, creating moderate data density without significant clutter. The visualization includes a title, descriptive subtitle, axis labels, two annotated callouts with specific values, and source attributions, adding a moderate text load. The color scheme is simple (two colors), the layout is clean and well-organized, and the chart type requires minimal domain knowledge, keeping overall cognitive demand low."
whoQ44_4.png,"This stacked area chart features 8 data series rendered in a narrow, similar brown/orange color palette, which increases perceptual difficulty in distinguishing individual layers. The text density is moderate, with a long two-line title, an 8-item two-row legend, and multiple axis labels with large numeric values. While the chart type is familiar and the layout is clean, the close color similarity between bands and the need to cross-reference the legend with stacked layers adds meaningful cognitive load."
InfoVisJ.619.17.png,"This biplot-style scatter visualization uses multiple simultaneous encodings — circle size, color gradient (dark to orange), spatial position, directional arrows, and annotated vector labels — creating moderate cognitive demand. The color legend with numeric scale labels, multiple data point annotations (e.g., 'Puffed rice', 'All-Bran with Extra Fiber'), and overlapping elements in the central cluster add to perceptual load. However, the overall layout remains relatively sparse with a white background, keeping clutter manageable."
InfoVisC.133.5(3).png,"The parallel sets diagram uses crossing bands between three categorical levels, creating moderate visual clutter through overlapping teal and green flows that require tracing to interpret. Text labels are sparse and legible (6 category labels plus 3 level headers), keeping semantic complexity low. However, the overlapping and crossing flow bands require moderate cognitive effort to decode, and the low-resolution rendering adds slight perceptual difficulty."
wsj603.png,"The visualization features two densely plotted time series lines with high-frequency fluctuations spanning several years, creating moderate data density and visual noise. Multiple text elements are present including a title, two-line subtitle, axis labels, in-chart line labels, and several annotation callout boxes with specific values, adding semantic complexity. The use of multiple colors (gold, red, blue annotation boxes, yellow shading, green background) and the highlighted spread region add encoding variety, but the overall layout remains reasonably structured and interpretable."
InfoVisJ.1558.11(3).png,"The visualization contains numerous small elliptical marks (~200+) in three colors (red, green, blue) forming loose clusters, contributing moderate data density. However, the complete absence of text labels, axis titles, legends, and gridlines significantly reduces semantic and textual complexity. The varying orientations and sizes of the ellipses add slight perceptual noise, but the overall layout is relatively clean with recognizable cluster structure, keeping cognitive load moderate."
VisJ.1515.12.png,"The visualization consists solely of concentric rings with a limited two-tone color palette (dark green and dark maroon), creating a repetitive, regular pattern with no text, labels, axes, or legend. While the density of rings increases toward the outer edges adding some perceptual complexity, the overall encoding is simple and immediately recognizable as a radial/circular pattern. The absence of any textual or symbolic elements keeps cognitive load low, resulting in a modest complexity score."
v483_n7391_8_f5.png,"This contour/heat map plot features multiple overlapping encoding channels: a continuous color gradient (white-yellow-orange-red), dense contour lines (especially in the right region), dual x-axes and dual y-axes with different scales, two overlaid blue lines, and a legend with 11 labeled color categories. The domain-specific physics content and the dense, tightly packed contour lines in the lower-right region increase cognitive load and interpretive difficulty. The four-axis labeling system and requirement for specialized knowledge further elevate the complexity beyond a standard single-encoded chart."
VisJ.1499.8.png,"The visualization presents two 3D cardiac models with multiple simultaneous encoding channels: a warm color gradient (red-orange-yellow) conveying perfusion data, overlaid grid mesh lines, and in the right model, numerous small green diamond markers densely covering the surface, increasing visual clutter significantly. The 3D rendering with perspective and specialized medical domain context (cardiac anatomy) adds schema complexity and cognitive load. Text elements are sparse and legible, but the interplay of color gradients, 3D geometry, grid patterns, and symbol overlays collectively produce moderate-to-high complexity."
v487_n7406_7_f3.png,"This visualization layers three simultaneous encodings — a continuous color heatmap, a dense vector/arrow field, and overlaid contour lines — creating significant visual busyness and data density. The multi-channel encoding demands considerable cognitive effort to disentangle direction, magnitude, and spatial value simultaneously. While the text elements are modest (axis labels, colorbar, one annotation), the overlapping arrows and contour lines across the entire plot area substantially raise perceptual and interpretive complexity."
SciVisJ.1236.10.png,"The visualization contains 60 small heatmap panels arranged in a 10×6 grid, creating extremely high data density and clutter. Each panel has its own internal matrix pattern requiring individual interpretation, and the column header labels (E5U, E5W, E1U, E1W combinations) demand domain knowledge to decode the pairwise comparisons. The cognitive load is very high as viewers must process both the patterns within individual panels and compare across the entire small-multiples layout."
SciVisJ.2926.1.png,"This 3D scientific visualization exhibits extremely high data density with thousands of glyphs (oriented needles/arrows) overlaid on complex swirling flow patterns, creating intense visual clutter. Multiple simultaneous encoding channels are used — color (blue, red, yellow, green), glyph size, orientation, and 3D spatial position — requiring specialized domain knowledge to interpret the fluid/atmospheric dynamics depicted. The combination of dense overlapping elements, rich multi-hue color mapping, and high cognitive demands of parsing a perspective 3D flow field results in very high overall visual complexity."
VisJ.1197.5(3).png,"This 3D urban visualization is extremely dense with hundreds of rectangular building blocks filling the entire frame in a complex perspective projection, creating very high data density and clutter. The grayscale shading across varied heights and orientations demands significant perceptual effort to disentangle spatial relationships, and the irregular arrangement with overlapping elements produces a chaotic, overwhelming layout. While the absence of text labels reduces one source of complexity, the sheer number of elements, 3D schema, and high cognitive load from parsing depth cues keep the score very high."
InfoVisJ.2699.12.png,"The network graph contains hundreds of nodes and edges filling nearly the entire canvas, creating high data density and significant visual clutter, especially in the densely interconnected central region. While text labels are minimal (only SG1–SG4 annotations), the tangled web of overlapping edges and clustered nodes demands considerable cognitive effort to parse structure and relationships. The layout is spatially complex with varied local topologies, pink halos on select nodes, and red circled annotations adding additional visual layers."
VisC.503.6.png,"This simple bar chart contains only three hatched bars with red error bars, minimal axis labels, and a single title, resulting in very low data density and clutter. The visual encoding is straightforward and immediately interpretable with no specialized domain knowledge required. Text elements are sparse and legible, contributing to an overall low cognitive load."
InfoVisJ.2402.12(1).png,"This visualization exhibits extreme data density with thousands of individual cells packed across the entire image canvas, creating overwhelming visual clutter. The hierarchical structure transitions from large, identifiable elements at the top to nearly microscopic units at the bottom, demanding significant cognitive load to parse. The multi-scale layout combined with subtle color accents (green and cyan highlights against dense gray backgrounds) further amplifies perceptual complexity and interpretive difficulty."
SciVisJ.980.12(2).png,"This 3D flow-field visualization combines densely overlapping streamlines, multiple colored tensor glyphs (ellipsoids) of varying orientations, and scattered small directional markers throughout a three-dimensional bounding volume, creating significant data density and visual clutter. The use of multiple simultaneous encodings—3D spatial position, color (red, blue, yellow, green), shape, and orientation of glyphs alongside swirling line flow patterns—demands high cognitive load and specialized domain knowledge to interpret. While no textual labels are present (reducing one source of complexity), the perceptual challenge of disentangling overlapping 3D elements and inferring scientific meaning from the glyph-streamline interplay keeps the overall complexity score high."
InfoVisC.211.18.png,"This is a simple single-color bar chart with straightforward visual encoding and a clear monotonically decreasing pattern. Data density is low with roughly 20 bars and minimal graphical elements. The main complexity driver is slightly reduced text legibility due to faded axis labels and tick marks, but the overall cognitive load remains low given the familiar chart type and simple structure."
whoJ44.png,"This is a straightforward dual-line chart with minimal data density — only two lines across 11 time points. The visual encoding is simple and clean with just two colors (dark and light blue), a standard legend, and clear axis labels. While there is moderate text content (title, axis labels, annotations, caption, and source), the overall layout is uncluttered and immediately interpretable with low cognitive load."
