filename,explanation
wsj135.png,"This is a grouped bar chart with two categories (refinance and home purchase) across 12 years, making it relatively straightforward. The chart uses only two colors (green and orange) with clear labels and annotations. While it has a moderate number of bars (~24), the layout is clean, the encoding is simple, and the title/subtitle provide immediate context, keeping cognitive load low."
visMost97.png,"This is a simple infographic with a world map showing 5 color-coded continents/regions with corresponding population numbers. The data density is low (only 5 data points), the color encoding is straightforward with distinct solid colors, and the layout is clean and uncluttered. The cognitive load is minimal as the message is immediately interpretable."
economist_daily_chart_165.png,"This is a horizontal stacked bar chart with 20 countries and two color-encoded categories (Deceased vs Living donors), creating moderate data density. The visual encoding is straightforward with a clean layout, simple two-color scheme, and clear labeling. The number of countries (20) adds some scanning effort, but the overall design is well-organized with minimal clutter, keeping cognitive load manageable."
SciVisJ.1025.11.png,"This is a labeled scatter plot with ~16 data points across 4 color-coded categories (Dense, Octree, JIT, Opt.), creating moderate data density. The direct labeling of each point adds text clutter, especially in the crowded 750-900 megabyte range where labels overlap, but the overall layout remains interpretable. The encoding is straightforward (2D position + color), though some domain knowledge about data structures (octree, JIT) adds slight schema complexity."
whoO06_2.png,"This horizontal stacked bar chart displays 19 categories with 3 color-encoded segments each, creating moderate data density (~57 data points). The extensive y-axis labels and stacked encoding require moderate cognitive effort to decompose and compare across income levels. However, the layout is clean, the color scheme is simple (3 colors), and the chart type is standard, keeping complexity from being higher."
whoQ44_4.png,"This is a stacked area chart with 8 categories (countries) over 12 time points. The color palette uses variations of brown/tan which makes differentiation moderately challenging. The legend contains 8 items and the title is lengthy, adding to text density. However, the overall layout is a single standard chart type without multiple panels or complex encodings, keeping complexity moderate."
InfoVisC.133.5(3).png,"This alluvial/mosaic plot shows flows between three categorical variables (Class, Sex, Survived) with crossing semi-transparent ribbons in two colors. The overlapping and crossing of ribbons in the lower section creates moderate visual clutter, and tracing individual flows requires some cognitive effort. However, the limited number of categories (2 per variable), minimal text, and simple two-color scheme keep complexity from being high."
InfoVisJ.1558.11(3).png,"This is a relatively simple scatter/cluster plot with three color-coded groups (red, green, blue) of elliptical marks and no text elements whatsoever — no axes, labels, title, or legend. The data density is moderate with roughly 100+ points showing clear cluster separation, and the encoding is straightforward (position + color). The minimal layout with a dashed border and absence of any textual or structural scaffolding keeps cognitive load low."
InfoVisJ.619.17.png,"This is a PCA biplot with moderate-to-high complexity: it combines ~50+ scattered data points with continuous color encoding (black-to-orange scale), variable loading arrows (Fat, Sugar, Calories, Sodium), a regression line with tick marks, and dotted reference circles. The schema requires specialized knowledge of multivariate biplots, and the overlapping points in the center along with multiple simultaneous encodings (position, color, size, arrows) increase cognitive load beyond a standard scatterplot."
wsj603.png,"This is a dual-line time series chart with moderate complexity. It features two volatile financial series (10-year Treasury note and TIPS) with several annotation callout boxes, a shaded spread area, and a descriptive subtitle paragraph that add text density. The encoding is straightforward but the jagged line detail, multiple colored annotations, and the need for domain knowledge about yield spreads push complexity slightly above a basic line chart."
VisJ.1515.12.png,"This visualization shows a concentric ring pattern with limited color variation (dark green, olive, and dark red/maroon bands). There are no text elements, labels, axes, or legends, keeping semantic complexity very low. While the radial pattern has some visual intricacy, it is highly regular and symmetric, resulting in low cognitive load and minimal perceptual demand."
SciVisJ.2926.1.png,"This is a highly complex scientific visualization, likely depicting fluid dynamics or astrophysical simulation data with 3D rendering. The image features extreme data density with swirling patterns, numerous small elements (particles/glyphs), and multiple overlapping visual encodings including color (blue, red, yellow, green), directional vectors/arrows, and volumetric rendering. The specialized domain knowledge required, combined with the dense clutter and high cognitive load needed to interpret the overlapping structures, drives the score well into the high complexity range."
v483_n7391_8_f5.png,"This contour/heat map of a physics dispersion relation features moderate-to-high complexity driven by densely packed contour lines (especially near the dispersion curve in the lower-left), dual axes (k/k_F and E/E_F), and a 12-level color legend requiring careful interpretation. The specialized condensed matter physics schema and overlaid cyan boundary lines add cognitive load, though the single-panel layout and clear color gradient keep it from being overwhelming."
VisJ.1499.8.png,"This two-panel 3D medical visualization shows cardiac surface models with color-mapped gradients and wireframe mesh overlays, requiring specialized domain knowledge for interpretation. The right panel adds scattered diamond markers increasing visual density. While the layout is relatively clean with minimal text, the 3D rendering, continuous color encoding, grid lines, and symbol overlays create moderate perceptual and cognitive demand."
VisJ.1197.5(3).png,"This is an extremely dense 3D visualization showing hundreds of overlapping rectangular/block elements in a cityscape-like arrangement. The data density and visual clutter are very high with massive overlap between elements, making individual features difficult to distinguish. The grayscale rendering with strong shadows creates high contrast but the sheer volume of geometric forms, lack of labels or guides, and the cognitive difficulty of parsing the 3D spatial arrangement all contribute to very high visual complexity."
v487_n7406_7_f3.png,"This scientific visualization overlays three simultaneous encodings—a continuous color-mapped displacement field (rainbow colormap), a dense grid of displacement vector arrows, and contour lines—creating moderate-to-high visual complexity. The multi-layered information requires domain knowledge to interpret (displacement around a rod), increasing cognitive load. While the text and labeling are minimal and clean, the density of overlapping graphical elements (arrows, contours, color gradients) contributes substantially to perceptual clutter."
SciVisJ.1236.10.png,"This visualization contains approximately 54 small-multiple heatmap panels arranged in a 6×9 grid, each showing a matrix of purple-green encoded values, creating extremely high data density and visual clutter. The specialized coded labels (E5U, E5W, E1U, E1W) require domain knowledge, and interpreting the pairwise relationships across this many panels demands significant cognitive effort. The repetitive but subtly varying patterns across panels make comparative analysis challenging, though the consistent color scheme and grid layout provide some organizational structure."
VisC.503.6.png,"This is a simple bar chart with only 3 bars, minimal text (title, axis label, and three category labels), and a single hatching pattern with error bars. The layout is clean and spacious with no clutter, making it immediately interpretable with very low cognitive load."
InfoVisJ.2699.12.png,"This is a dense network graph with hundreds of nodes and edges, creating significant visual clutter especially in the central region where edges heavily overlap. The data density is very high with numerous disconnected and interconnected clusters spread across the entire canvas, demanding substantial cognitive effort to parse individual structures. While the color palette is relatively simple (purple nodes, black edges, red annotations for SG1-SG4), the sheer volume of elements and edge crossings makes interpretation challenging."
InfoVisC.211.18.png,"This is a simple bar chart (histogram) with a single color (black), showing a declining distribution. The axis labels are partially legible but blurry, and there are no legends, annotations, or additional encodings. The layout is clean with minimal clutter, making it low in cognitive load and visual complexity."
