filename,explanation
visMost97.png,"This is a clean, simple infographic with a world map using only 5 distinct colors to represent continents, with minimal text labels and large readable numbers. The layout is uncluttered with generous white space, and the concept is immediately intuitive—requiring very low cognitive load to interpret the nationality distribution data."
wsj135.png,"This is a straightforward grouped bar chart with two categories (refinance and home purchase) across 12 years, using only two distinct colors (green and orange). The layout is clean with minimal clutter, clear annotations, and an easily interpretable structure. The text is legible, the encoding is simple, and cognitive load is low — the message is immediately apparent."
whoO06_2.png,"This horizontal stacked bar chart has moderate data density with 19 risk factor categories each split across 3 income levels (57 data segments total). The text is fairly dense with lengthy category labels, a detailed title, and axis labels, but the layout is well-organized and legible. The color scheme is limited to three distinct colors, and the chart type is conventional, though stacked bars add some cognitive load when comparing individual segments across categories."
economist_daily_chart_165.png,"This is a clean horizontal bar chart with 20 countries and two categories (deceased vs. living donors), using only two colors and a well-organized layout. While the number of data points is moderate, the visual encoding is straightforward, text labels are legible, and the overall design is uncluttered. The cognitive load is low as the chart type is familiar and the comparison is intuitive."
SciVisJ.1025.11.png,"This is a standard scatter plot with 16 labeled data points across 4 color-coded categories, making it relatively straightforward to interpret. Some clustering and label overlap occurs in the 750-900 megabyte range around 2000-2600ms, adding mild visual clutter. The encoding is simple (position + color), axes are clear, and the overall layout is clean despite the moderate text density from individual point labels."
whoQ44_4.png,"This stacked area chart has moderate complexity driven by 8 overlapping country layers using a monochromatic brown/beige palette that makes distinguishing individual categories somewhat challenging. The time series layout is standard and the axis labels and legend are legible, keeping schema demands low. Cognitive load is moderate as stacked area charts require effort to assess non-baseline layers, but the overall layout is clean with minimal clutter."
InfoVisC.133.5(3).png,"This parallel sets (alluvial) diagram has moderate complexity driven by the crossing and overlapping colored ribbons between three categorical variables, which creates visual clutter and demands some cognitive effort to trace flows. However, the limited number of categories (only 2 per variable), minimal text labels, and a simple two-hue color scheme (teal and green) keep the overall complexity restrained. The schema requires some familiarity with alluvial diagrams, but the small data dimensionality makes it relatively interpretable."
InfoVisJ.1558.11(3).png,"The visualization is a scatter plot with three color-coded clusters (red, green, blue) of elongated dot marks, showing moderate data density. There are no axes, labels, titles, or legends, which significantly reduces text-related complexity. The layout is relatively clean with identifiable cluster separation, though the varied orientations and shapes of marks add some perceptual processing demand."
VisJ.1515.12.png,"The image shows a simple concentric ring pattern (likely an interference/diffraction pattern) with a limited color palette of dark green, olive, and dark red. There is no text, axes, labels, or legends, and the symmetric, repetitive structure is visually straightforward. While domain knowledge may be needed to interpret the scientific meaning, the visual pattern itself is clean, regular, and low in perceptual clutter."
InfoVisJ.619.17.png,"This is a PCA biplot requiring specialized statistical knowledge to interpret, which significantly increases cognitive load. The chart features moderate data density with ~60+ overlapping points encoded by a continuous color gradient (black-to-orange) and varying sizes, plus multiple overlaid elements including variable loading arrows (Fat, Sugar, Calories, Sodium), a regression line with tick-mark values, dotted reference circles/lines, and labeled outlier points. The central region is notably cluttered with overlapping dots and arrows, though the overall layout remains somewhat interpretable due to reasonable spacing in the periphery."
wsj603.png,"This is a dual-line time series chart with moderate data density from daily price fluctuations across ~4 years. The annotations (callout boxes for spreads and values, shaded spread area) add some visual clutter on the right side, but the overall layout is clean and the two-color encoding (gold and red) is intuitive. The detailed subtitle adds text density, and understanding the spread concept requires some financial literacy, but the core message of converging yields is relatively immediate."
VisJ.1499.8.png,"The visualization presents two 3D cardiac surface models with mesh grids and a color gradient encoding (orange-yellow), requiring specialized medical domain knowledge to interpret. The right panel adds notable clutter with numerous green diamond markers overlaid on the mesh, increasing data density. While the layout is relatively clean with minimal text, the 3D perspective, domain-specific schema, and combined encoding of color, mesh, and symbols contribute moderate cognitive load."
v483_n7391_8_f5.png,"This contour/heat map displays moderate-high complexity due to tightly packed contour lines (especially in the lower-left region), a 12-level color scale from yellow to red, overlaid dispersion curves (blue line), and dual axes on both x and y dimensions requiring physics domain knowledge. The dense clustering of contours near high-intensity regions and the specialized condensed matter physics schema (k-E space, Fermi normalization) elevate the cognitive load, though the overall layout remains a single coherent 2D plot with a clear color legend."
VisJ.1197.5(3).png,"This 3D block visualization is extremely dense with hundreds of overlapping rectangular elements creating very high visual clutter and data density. The grayscale-only palette somewhat reduces color complexity, but the 3D perspective with heavy occlusion and shadow makes individual elements nearly indistinguishable. The absence of any labels, axes, or legends combined with the abstract 3D schema demands significant cognitive effort to interpret, and the sheer volume of tightly packed geometric forms creates overwhelming perceptual load."
v487_n7406_7_f3.png,"This visualization layers multiple encoding channels—a continuous color heatmap (rainbow scale for Δz displacement), contour lines, and a dense grid of vector arrows—creating substantial data density and visual clutter. The overlay of three distinct visual representations (color field, contours, vectors) demands significant cognitive effort to parse simultaneously. Domain-specific knowledge in geomechanics or physics is needed to interpret the displacement field around the rod, further adding to interpretive complexity."
SciVisJ.1236.10.png,"This visualization contains a large grid of approximately 54 small heatmap/matrix panels, each with intricate internal patterns of purple and green intensities, creating very high data density and visual clutter. The domain-specific coded labels (E5U, E5W, E1U, E1W) require specialized knowledge to interpret, and the sheer number of small multiples with varying patterns demands significant cognitive effort to compare and analyze across the matrix."
InfoVisJ.2699.12.png,"This network graph exhibits very high data density with hundreds of nodes and edges creating significant visual clutter and overlapping connections throughout the layout. The cognitive load is substantial as viewers must parse densely interconnected clusters and subgraphs, though the color palette is relatively simple (purple nodes, black edges, red annotations for SG1-SG4). The lack of clear spatial organization, combined with extensive edge crossings and node overlap, makes it difficult to trace individual connections or identify structural patterns at a glance."
SciVisJ.2926.1.png,"This is a highly complex 3D scientific visualization (likely computational fluid dynamics or astrophysics) featuring extreme data density with swirling vortex structures, numerous vector glyphs (yellow and green arrows), and scattered particle-like elements overlapping across the scene. The rich multi-channel color encoding (blue, red, orange, yellow, green) combined with 3D perspective and multiple superimposed data layers demands significant domain knowledge and cognitive effort to interpret. Despite minimal text (only an '(a)' label), the visual clutter, intricate textures, and layered encodings create very high perceptual complexity."
VisC.503.6.png,"This is a simple bar chart with only 3 bars, minimal text (title, axis label, and three category labels), and a single hatched texture pattern. The layout is clean and uncluttered with error bars being the only additional element. Cognitive load is very low as the chart is immediately interpretable."
whoQ50_2.png,"This is a straightforward single-variable bar chart with a clear descending order, uniform color encoding, and a simple layout. The moderate number of country labels (about 18) displayed at an angle adds some text density, but the chart uses a single color, clean axes, and a standard schema that requires minimal cognitive effort to interpret."
InfoVisC.211.18.png,"This is a simple monochrome bar chart/histogram showing a declining distribution with approximately 15-18 bars. The visual encoding is straightforward with a single variable mapped to bar height, minimal text (partially illegible axis labels), and no legend or annotations. The clean layout, single color scheme, and standard chart type result in very low cognitive load and minimal visual clutter."
whoJ44.png,"This is a simple line chart with only two lines, clear labels, and minimal data density. The color scheme uses just two easily distinguishable colors, and the layout is clean with no clutter or overlapping elements. The cognitive load is very low as the message is immediately apparent and reinforced by the title and endpoint annotations."
SciVisJ.980.12(2).png,"This 3D scientific visualization (likely fluid dynamics or electromagnetic fields) features high data density with numerous overlapping streamlines, colored arrow glyphs, and isosurfaces across four vortex structures within a 3D bounding box. The use of multiple visual encoding types (streamlines, 3D glyphs, isosurfaces) in varied colors (red, blue, green, yellow, gray) combined with the absence of any text labels or legends significantly increases cognitive load and requires specialized domain knowledge to interpret. The overlapping elements and 3D perspective create moderate visual clutter, though the repeating vortex pattern provides some structural regularity."
wsj340.png,"This is a straightforward donut/pie chart with only 6 clearly labeled segments, a limited and well-differentiated color palette, and direct labeling that eliminates the need for a separate legend. The layout is clean and uncluttered with ample whitespace, and the cognitive load is very low as the chart type is universally familiar and all values are explicitly displayed."
InfoVisJ.2402.12(1).png,"This treemap visualization exhibits extremely high data density with hundreds of tightly packed rectangular cells, particularly in the lower half where elements become nearly indistinguishable. The text within cells is largely illegible due to the small sizes, and while the color palette is limited (gray, green, cyan), the sheer number of elements creates significant visual clutter and cognitive load. The hierarchical structure with widely varying cell sizes and the overwhelming amount of detail make this visualization very demanding to interpret."
InfoVisC.73.6.png,"The image shows repeated text ('IEEE Information Visualization 2005') rendered along curved spline paths with red control points, progressively decreasing in size. The color palette is minimal (green text, red dots, black curves on white), and the schema is straightforward. While the diminishing text sizes and curved layouts add some perceptual complexity, the repetitive content and sparse layout keep the overall cognitive load and data density relatively low."
VisC.167.11.png,"This is a standard stacked bar chart with 30 bars and only 3 categories, using a simple color palette (blue, dark red, yellow). The layout is clean with clear axis labels, readable legend, and well-spaced gridlines, keeping aesthetics uncertainty low. Moderate data density from the number of bars and stacked encoding slightly increases cognitive load, but the overall pattern is immediately interpretable without specialized knowledge."
economist_daily_chart_153.png,"This is a clean, well-organized stacked area chart with only three categories and a limited color palette of blue/teal shades. Data density is moderate, spanning 30 years, but the layout is uncluttered with clear labels and a simple legend. The stacked area format adds slight cognitive load for decomposing individual category contributions, but the overall design is straightforward and immediately interpretable."
VASTJ.2908.2.png,"The visualization presents a matrix of 17 rows by 5 columns with color-coded intensity levels, creating moderate data density. While the encoding scheme itself is simple (three shades of blue against gray), the large number of categories with lengthy domain-specific labels (e.g., 'operationalizability', 'distributed cognition') increases cognitive load. Comparing patterns across columns requires sustained scanning, though the organized grid layout and minimal color palette keep complexity from being higher."
InfoVisJ.1236.13.png,"The visualization presents two side-by-side map representations of the Netherlands—a labeled choropleth/cartogram and a pixelated grid map—which doubles the visual information and requires mental comparison. The wide variety of colors (10+ distinct hues including greens, reds, browns, yellows, blues) across many small regions, combined with numerous numeric labels on the left map, creates moderate data density and color complexity. The absence of a legend, title, or explanatory text increases cognitive load, as the viewer must infer the meaning of both the colors and numbers without guidance."
InfoVisJ.1558.9.png,"The visualization displays moderate-to-high complexity driven primarily by the multi-dimensional encoding of ellipses (position, orientation, size, and color intensity), which demands specialized domain knowledge to interpret. Data density is notable with many overlapping ellipses in the central region, and the blue rectangular inset/zoom feature adds structural complexity. However, minimal text elements and a straightforward single-hue color gradient partially reduce the overall cognitive load."
SciVisJ.822.18.png,"This visualization consists of three similar heatmap panels with a simple white-to-dark-blue color gradient across grid cells. The data density is moderate but highly repetitive across panels, with minimal text (only y-axis labels 2-6 and year labels). The clean layout and single-channel color encoding keep complexity low, though the absence of x-axis labels and a color legend introduces mild interpretive uncertainty."
VisJ.1949.18(3).png,"The image contains a dense grid of approximately 50+ small-multiple 3D scientific renderings with no text, labels, or axes, making interpretation highly dependent on domain knowledge. The repeated 3D shapes with green and orange/red coloring on a black background create moderate data density and visual clutter, though the limited color palette and semi-regular grid arrangement prevent maximum complexity. The lack of any textual context and the specialized 3D visualization schema significantly increase cognitive load for interpretation."
InfoVisJ.349.1.png,"This network/circuit-style diagram exhibits high data density with numerous nodes (circles and squares) and extensively routed orthogonal edges that cross and overlap throughout the layout, creating significant visual clutter. The cognitive load is substantial as tracing individual connections through the tangled pathways is challenging. However, the complexity is somewhat moderated by the minimal color palette (grayscale only), absence of text labels, and use of only two simple node types."
VASTJ.422.7.png,"This timeline visualization displays moderate complexity with 11 user rows, each containing multiple colored data points across 7 legend categories using both color (5 distinct colors) and shape (circles and triangles) encodings. The data density is moderate with some clustering and overlap in certain rows (e.g., User 2, User 7), and distinguishing between similar colors (red vs. orange) adds cognitive load. The specialized domain context (extremist content categories) and the need to cross-reference multiple legend entries while tracking temporal patterns across users contributes to a mid-range complexity score."
VASTJ.2012.9(2).png,"This visualization combines multiple complex chart types—a stream/flow graph timeline, two dense word clouds with size-encoded frequency, embedded pie charts, and connecting annotations—creating high data density and visual clutter. The word clouds contain dozens of overlapping terms at varying sizes, many barely legible, contributing to significant text density and cognitive load. The multi-layered encoding (color-coded categories, stream flows, word sizes, pie chart segments) and the need to mentally integrate relationships between the timeline and the word clouds demand considerable interpretive effort and domain understanding."
v488_n7409_19_f1.png,"This genomic oncoprint is highly complex due to extreme data density across dozens of patient columns and ~30+ feature rows spanning clinical variables, copy number alterations, and somatic mutations. The visualization employs a rich multi-layered color encoding scheme (red/blue for gains/losses, orange/green/black/purple for mutation types, pastels for clinical variables) requiring constant legend cross-referencing. The specialized oncogenomics domain knowledge required, combined with tiny rotated sample identifiers and dense gene/pathway labels, creates substantial cognitive load for interpretation."
v488_n7409_12_f4.png,"This phylogenetic timeline combines a cladogram with dashed and solid branches, geological time period labels (many rotated), shaded temporal gap regions, an embedded fossil photograph, and multiple taxon labels, creating moderate-to-high complexity. The dense bottom axis with numerous geological stage names and the layered encoding (phylogeny + stratigraphy + image) increase cognitive load, though the overall layout remains reasonably organized with clear spatial structure."
v488_n7412_9_f1.png,"This geospatial visualization has high data density with numerous overlapping bubble markers varying in both color (diverging red-white-blue scale) and size (standard error), layered atop a detailed terrain relief map. Multiple line types (rivers, basins, sub-regions, ICESat tracks) plus extensive geographic labels and statistical annotations add significant text and symbol complexity. The simultaneous encoding of location, elevation trend, and uncertainty on a cluttered background demands considerable cognitive effort to parse and interpret."
visMost573.png,"This sound segmentation map of Jerusalem exhibits very high data density with dozens of overlapping translucent concentric circles in multiple colors (blue, orange, green, red) representing different sound types and their combinations, creating significant visual clutter especially in the Old City area. The extensive legend with 16 distinct categories (5 individual sounds plus 11 combinations) using subtle color-coding differences adds substantial cognitive load. The layered, semi-transparent encoding on top of a geographic map with street names and landmarks demands considerable interpretive effort to parse individual sound sources and their spatial interactions."
